id,name,height,weight,type,description,image,hp,attack,defense,special-attack,special-defense,speed
953,Rellor,2,10,['Bug'],"Rellor is a Bug-type Pokémon. This small, beetle-like Pokémon is known for its sturdy shell and swift movements.",Rellor.png,41,50,60,31,58,30
954,Rabsca,3,35,"['Bug', 'Psychic']","Rabsca is a Bug/Psychic-type Pokémon, evolving from Rellor. It gains the Psychic type and becomes a more mystical and powerful Pokémon.",Rabsca.png,75,50,85,115,100,45
955,Flittle,2,15,['Psychic'],"Flittle is a Psychic-type Pokémon. This small, fairy-like creature is known for its psychic abilities and connection to the mind.",Flittle.png,30,35,30,55,30,75
956,Espathra,19,900,['Psychic'],"Espathra is a Psychic-type Pokémon, evolving from Flittle. It becomes a larger and more elegant psychic Pokémon with increased mental powers.",Espathra.png,95,60,60,101,60,105
957,Tinkatink,4,89,"['Fairy', 'Steel']","Tinkatink is a Fairy/Steel-type Pokémon. This small, tinkering Pokémon is known for its ability to manipulate metal and create intricate designs.",Tinkatink.png,50,45,45,35,64,58
958,Tinkatuff,7,591,"['Fairy', 'Steel']","Tinkatuff is a Fairy/Steel-type Pokémon, evolving from Tinkatink. It becomes a larger and more powerful Pokémon with increased control over steel.",Tinkatuff.png,65,55,55,45,82,78
959,Tinkaton,7,1128,"['Fairy', 'Steel']","Tinkaton is a Fairy/Steel-type Pokémon, evolving from Tinkatuff. In its fully evolved form, it becomes a majestic and formidable Pokémon with strong steel powers.",Tinkaton.png,85,75,77,70,105,94
960,Wiglett,12,18,['Water'],"Wiglett is a Water-type Pokémon. This small, tadpole-like creature is known for its playful nature and aquatic abilities.",Wiglett.png,10,55,25,35,25,95
961,Wugtrio,12,54,['Water'],"Wugtrio is a Water-type Pokémon, evolving from Wiglett. It becomes a trio of tadpoles with increased aquatic powers.",Wugtrio.png,35,100,50,50,70,120
962,Bombirdier,15,429,"['Flying', 'Dark']",Bombirdier is a Flying/Dark-type Pokémon. This bird-like creature is known for its explosive attacks and dark powers.,Bombirdier.png,70,103,85,60,85,82
963,Finizen,13,602,['Water'],"Finizen is a Water-type Pokémon. This small, fish-like Pokémon is known for its agility and swimming abilities.",Finizen.png,70,45,40,45,40,75
964,Palafin,13,602,['Water'],"Palafin is a Water-type Pokémon, evolving from Finizen. It becomes a larger and more powerful fish Pokémon with increased control over water.",Palafin.png,100,70,72,53,62,100
965,Varoom,10,350,"['Steel', 'Poison']","Varoom is a Steel/Poison-type Pokémon. This small, mechanical creature is known for its toxic and steel-based powers.",Varoom.png,45,70,63,30,45,47
966,Revavroom,18,1200,"['Steel', 'Poison']","Revavroom is a Steel/Poison-type Pokémon, evolving from Varoom. It becomes a larger and more imposing mechanical Pokémon with increased toxic abilities.",Revavroom.png,80,119,90,54,67,90
967,Cyclizar,16,630,"['Dragon', 'Normal']",Cyclizar is a Dragon/Normal-type Pokémon. This mechanical dragon is known for its powerful dragon-based attacks and steel exterior.,Cyclizar.png,70,95,65,85,65,121
968,Orthworm,25,3100,['Steel'],"Orthworm is a Steel-type Pokémon. This small, worm-like creature is known for its metallic body and ability to burrow through the ground.",Orthworm.png,70,85,145,60,55,65
969,Glimmet,7,80,"['Rock', 'Poison']","Glimmet is a Rock/Poison-type Pokémon. This small, rock-like creature is known for its poisonous spores and rocky exterior.",Glimmet.png,48,35,42,105,60,60
970,Glimmora,15,450,"['Rock', 'Poison']","Glimmora is a Rock/Poison-type Pokémon, evolving from Glimmet. It becomes a larger and more formidable rock creature with increased poison-based powers.",Glimmora.png,83,55,90,130,81,86
971,Greavard,6,350,['Ghost'],"Greavard is a Ghost-type Pokémon. This small, grave-like creature is known for its connection to the spirit world and ghostly powers.",Greavard.png,50,61,60,30,55,34
972,Houndstone,20,150,['Ghost'],"Houndstone is a Ghost-type Pokémon, evolving from Greavard. It becomes a larger and more formidable ghost Pokémon with increased powers over the afterlife.",Houndstone.png,72,101,100,50,97,68
973,Flamigo,16,370,"['Flying', 'Fighting']",Flamigo is a Flying/Fighting-type Pokémon. This bird-like creature is known for its fiery and fighting-based attacks.,Flamigo.png,82,115,74,75,64,90
974,Cetoddle,12,450,['Ice'],"Cetoddle is an Ice-type Pokémon. This small, tadpole-like creature is known for its icy abilities and swimming prowess.",Cetoddle.png,108,68,45,30,40,43
975,Cetitan,45,7000,['Ice'],"Cetitan is an Ice-type Pokémon, evolving from Cetoddle. It becomes a larger and more powerful ice Pokémon with increased control over freezing temperatures.",Cetitan.png,170,113,65,45,55,73
976,Veluza,25,900,"['Water', 'Psychic']","Veluza is a Water/Psychic-type Pokémon. This small, dolphin-like creature is known for its psychic powers and aquatic abilities.",Veluza.png,90,102,73,78,65,70
977,Dondozo,120,2200,['Water'],"Dondozo is a Water-type Pokémon, evolving from Veluza. It becomes a larger and more formidable water Pokémon with increased control over aquatic environments.",Dondozo.png,150,100,115,65,65,35
978,Tatsugiri,3,80,"['Dragon', 'Water']","Tatsugiri is a Dragon/Water-type Pokémon. This small, dragon-like creature is known for its dragon-based attacks and swimming abilities.",Tatsugiri.png,68,50,60,120,95,82
979,Annihilape,12,560,"['Fighting', 'Ghost']",Annihilape is a Fighting/Ghost-type Pokémon. This powerful and ghostly ape Pokémon is known for its strong fighting moves and eerie presence.,Annihilape.png,110,115,80,50,90,90
980,Clodsire,18,2230,"['Poison', 'Ground']",Clodsire is a Poison/Ground-type Pokémon. This toxic and ground-based Pokémon is known for its ability to manipulate the earth and poison opponents.,Clodsire.png,130,75,60,45,100,20
981,Farigiraf,32,1600,"['Normal', 'Psychic']","Farigiraf is a Normal/Psychic-type Pokémon. This large, giraffe-like Pokémon is known for its psychic abilities and towering presence.",Farigiraf.png,120,90,70,110,70,60
982,Dudunsparce,36,392,['Normal'],"Dudunsparce is a Normal-type Pokémon. This small, snake-like creature is known for its ability to glide through the air and its calm demeanor.",Dudunsparce.png,125,100,80,85,75,55
983,Kingambit,20,1200,"['Dark', 'Steel']",Kingambit is a Dark/Steel-type Pokémon. This regal and imposing Pokémon is known for its dark powers and steel-based attacks.,Kingambit.png,100,135,120,60,85,50
984,Great-Tusk,2.2,320,"['Ground', 'Fighting']","This creature resembles a mysterious Pokémon that, according to a paranormal magazine, has lived since ancient times.",Great-Tusk.png,115,131,131,53,53,87
985,Scream-tail,12,80,"['Fairy', 'Psychic']","Scream-tail is a Fairy/Psychic-type Pokémon. This small, fox-like creature is known for its eerie cries and psychic abilities.",Scream-tail.png,115,65,99,65,115,111
986,Brute-bonnet,12,210,"['Grass', 'Dark']","Brute-bonnet is a Grass/Dark-type Pokémon. This large, plant-based Pokémon is known for its dark powers and formidable physical attacks.",Brute-bonnet.png,111,127,99,79,99,55
987,Flutter-mane,14,40,"['Ghost', 'Fairy']",Flutter-mane is a Ghost/Fairy-type Pokémon. This ethereal and fairy-like Pokémon is known for its graceful appearance and ghostly powers.,Flutter-mane.png,55,55,55,135,135,135
988,Slither-wing,32,920,"['Bug', 'Fighting']",Slither-wing is a Bug/Fighting-type Pokémon. This insect-like creature is known for its powerful bug and fighting-based moves.,Slither-wing.png,85,135,79,85,105,81
989,Sandy-shocks,23,600,"['Electric', 'Ground']","Sandy-shocks is an Electric/Ground-type Pokémon. This small, mouse-like creature is known for its ability to generate electricity and manipulate the ground.",Sandy-shocks.png,85,81,97,121,85,101
990,Iron-treads,9,2400,"['Ground', 'Steel']",Iron-treads is a Ground/Steel-type Pokémon. This mechanical Pokémon is known for its powerful steel attacks and ability to traverse rough terrain.,Iron-treads.png,90,112,120,72,70,106
991,Iron-bundle,6,110,"['Ice', 'Water']","Iron-bundle is an Ice/Water-type Pokémon. This small, icy creature is known for its freezing powers and resilient nature.",Iron-bundle.png,56,80,114,124,60,136
992,Iron-hands,18,3807,"['Fighting', 'Electric']",Iron-hands is a Fighting/Electric-type Pokémon. This mechanical Pokémon is known for its powerful fighting moves and ability to generate electricity.,Iron-hands.png,154,140,108,50,68,50
993,Iron-jugulis,13,1110,"['Dark', 'Flying']",Iron-jugulis is a Dark/Flying-type Pokémon. This mechanical bird is known for its dark powers and ability to soar through the skies.,Iron-jugulis.png,94,80,86,122,80,108
994,Iron-moth,12,360,"['Fire', 'Poison']","Iron-moth is a Fire/Poison-type Pokémon known for its vibrant colors and fiery patterns. It navigates the skies with grace, leaving a trail of toxic dust in its wake.",Iron-moth.png,80,70,60,140,110,110
995,Iron-thorns,16,3030,"['Rock', 'Electric']","Iron-thorns, a Rock/Electric-type Pokémon, stands at 16 feet tall. With formidable thorns covering its body, it uses its electrifying attacks to ward off predators.",Iron-thorns.png,100,134,110,70,84,72
996,Frigibax,5,170,"['Dragon', 'Ice']","Frigibax, a Dragon/Ice-type Pokémon, is a graceful and agile creature known for its ability to create freezing gusts of wind. It thrives in icy environments, using its powers to navigate the frozen landscapes.",Frigibax.png,65,75,45,35,45,55
997,Arctibax,8,300,"['Dragon', 'Ice']","Arctibax, an evolution of Frigibax, continues to wield Dragon/Ice powers. This majestic Pokémon is larger and more powerful, capable of creating blizzards and freezing its foes.",Arctibax.png,90,95,66,45,65,62
998,Baxcalibur,21,2100,"['Dragon', 'Ice']","Baxcalibur, the final evolution of Frigibax, stands as a Dragon/Ice-type behemoth. With its enormous size and icy breath, it commands respect in wintry terrains.",Baxcalibur.png,115,145,92,75,86,87
999,Gimmighoul,3,50,['Ghost'],"Gimmighoul, a Ghost-type Pokémon, is a mischievous and elusive creature that lurks in the shadows. It is known for playing tricks on unsuspecting trainers.",Gimmighoul.png,45,30,70,75,70,10
1000,Gholdengo,12,300,"['Steel', 'Ghost']","Gholdengo, an eerie Steel/Ghost-type Pokémon, evolves from Gimmighoul. Its spectral form and metallic exterior make it a mysterious and intimidating presence.",Gholdengo.png,87,60,95,133,91,84
1001,Wo-chien,15,742,"['Dark', 'Grass']","Wo-chien, a Dark/Grass-type Pokémon, is a canine-inspired creature with a coat of dark foliage. It is agile and stealthy, often hunting in the cover of night.",Wo-chien.png,85,85,100,95,135,70
1002,Chien-pao,19,1522,"['Dark', 'Ice']","Chien-pao, evolving from Wo-chien, becomes a Dark/Ice-type Pokémon. This fearsome beast uses its icy breath and sharp claws to defend its territory.",Chien-pao.png,80,120,80,90,65,135
1003,Ting-lu,27,6997,"['Dark', 'Ground']","Ting-lu, a Dark/Ground-type Pokémon, evolves from Chien-pao. It is a colossal creature, capable of causing tremors and upheavals in the earth with its powerful movements.",Ting-lu.png,155,110,125,55,80,45
1004,Chi-yu,4,49,"['Dark', 'Fire']","Chi-yu, a Dark/Fire-type Pokémon, is known for its fiery temperament and formidable flames. It is a relentless battler, using its dark powers to overcome opponents.",Chi-yu.png,55,80,80,135,120,100
1005,Roaring-moon,20,3800,"['Dragon', 'Dark']","Roaring-moon, a Dragon/Dark-type Pokémon, is a majestic and awe-inspiring creature. With lunar powers and a fearsome roar, it commands respect in the night sky.",Roaring-moon.png,105,139,71,55,101,119
1006,Iron-valiant,14,350,"['Fairy', 'Fighting']","Iron-valiant, a Fairy/Fighting-type Pokémon, is a gallant and noble warrior. It is known for its unwavering sense of justice and powerful fighting techniques.",Iron-valiant.png,74,130,90,120,60,116
1007,Koraidon,25,3030,"['Fighting', 'Dragon']","Koraidon, a Fighting/Dragon-type Pokémon, is a formidable fighter with scales as hard as iron. It is a symbol of strength and resilience in battle.",Koraidon.png,100,135,115,85,100,135
1008,Miraidon,35,2400,"['Electric', 'Dragon']","Miraidon, the evolved form of Koraidon, continues to excel as a Fighting/Dragon-type Pokémon. With heightened power and agility, it stands as a true force to be reckoned with.",Miraidon.png,100,85,100,135,115,135
1009,Walking-Wake,,,"['Water','Dragon']","A mysterious Pokemon, a water and dragon type.",Walking-Wake.png,99,83,91,125,83,109
1010,Iron-Leaves,,,"['Grass','Psychic']","A mysterious Pokemon, a grass and steel type.",Iron-Leaves.png,90,130,88,70,108,104
3,Venusaur-Mega,,,"['Grass', 'Poison']",Mega Venusaur is the mega evolution of Venusaur.,Venusaur-Mega.png,80,100,123,122,120,80
6,Charizard-X-Mega,,,"['Fire', 'Dragon']",Mega Charizard X is the Mega X form of Charizard.,Charizard-X-Mega.png,78,130,111,130,85,100
6,Charizard-Y-Mega,,,"['Fire', 'Flying']",Mega Charizard Y is the Mega Y form of Charizard.,Charizard-Y-Mega.png,78,104,78,159,115,100
9,Blastoise-Mega,,,['Water'],Mega Blastoise is the mega evolution of Blastoise.,Blastoise-Mega.png,79,103,120,135,115,78
15,Beedrill-Mega,,,"['Bug', 'Poison']",Mega Beedrill is the mega evolution of Beedrill.,Beedrill-Mega.png,65,150,40,15,80,145
18,Pidgeot-Mega,,,"['Normal', 'Flying']",Mega Pidgeot is the mega evolution of Pidgeot.,Pidgeot-Mega.png,83,80,80,135,80,121
65,Alakazam-Mega,,,['Psychic'],Mega Alakazam is the mega evolution of Alakazam.,Alakazam-Mega.png,55,50,65,175,95,150
80,Slowbro-Mega,,,"['Water', 'Psychic']",Mega Slowbro is the mega evolution of Slowbro.,Slowbro-Mega.png,95,75,180,130,80,30
94,Gengar-Mega,,,"['Ghost', 'Poison']",Mega Gengar is the mega evolution of Gengar.,Gengar-Mega.png,60,65,80,170,95,130
115,Kangaskhan-Mega,,,['Normal'],Mega Kangaskhan is the mega evolution of Kangaskhan.,Kangaskhan-Mega.png,105,125,100,60,100,100
127,Pinsir-Mega,,,"['Bug', 'Flying']",Mega Pinsir is the mega evolution of Pinsir.,Pinsir-Mega.png,65,155,120,65,90,105
